"","Scenario","Location","Vegetation","Year","Decade","Avg"
"5007","SRES A1B","Northwest Interior Forest South","White Spruce",2047,"2040",39385
"5008","SRES A1B","Northwest Interior Forest South","White Spruce",2048,"2040",39363
"5009","SRES A1B","Northwest Interior Forest South","White Spruce",2049,"2040",39430
"5010","SRES A1B","Northwest Interior Forest South","White Spruce",2050,"2050",39529
"5011","SRES A1B","Northwest Interior Forest South","White Spruce",2051,"2050",39529
"5012","SRES A1B","Northwest Interior Forest South","White Spruce",2052,"2050",39578
"5013","SRES A1B","Northwest Interior Forest South","White Spruce",2053,"2050",39690
"5014","SRES A1B","Northwest Interior Forest South","White Spruce",2054,"2050",39529
"5015","SRES A1B","Northwest Interior Forest South","White Spruce",2055,"2050",39649
"5016","SRES A1B","Northwest Interior Forest South","White Spruce",2056,"2050",39633
"5017","SRES A1B","Northwest Interior Forest South","White Spruce",2057,"2050",38049
"5018","SRES A1B","Northwest Interior Forest South","White Spruce",2058,"2050",38078
"5019","SRES A1B","Northwest Interior Forest South","White Spruce",2059,"2050",37935
"5020","SRES A1B","Northwest Interior Forest South","White Spruce",2060,"2060",37982
"5021","SRES A1B","Northwest Interior Forest South","White Spruce",2061,"2060",37528
"5022","SRES A1B","Northwest Interior Forest South","White Spruce",2062,"2060",37686
"5023","SRES A1B","Northwest Interior Forest South","White Spruce",2063,"2060",37743
"5024","SRES A1B","Northwest Interior Forest South","White Spruce",2064,"2060",37862
"5025","SRES A1B","Northwest Interior Forest South","White Spruce",2065,"2060",37906
"5026","SRES A1B","Northwest Interior Forest South","White Spruce",2066,"2060",38036
"5027","SRES A1B","Northwest Interior Forest South","White Spruce",2067,"2060",38158
"5028","SRES A1B","Northwest Interior Forest South","White Spruce",2068,"2060",37862
"5029","SRES A1B","Northwest Interior Forest South","White Spruce",2069,"2060",37800
"5030","SRES A1B","Northwest Interior Forest South","White Spruce",2070,"2070",37864
"5031","SRES A1B","Northwest Interior Forest South","White Spruce",2071,"2070",37953
"5032","SRES A1B","Northwest Interior Forest South","White Spruce",2072,"2070",34735
"5033","SRES A1B","Northwest Interior Forest South","White Spruce",2073,"2070",34771
"5034","SRES A1B","Northwest Interior Forest South","White Spruce",2074,"2070",34951
"5035","SRES A1B","Northwest Interior Forest South","White Spruce",2075,"2070",34966
"5036","SRES A1B","Northwest Interior Forest South","White Spruce",2076,"2070",35037
"5037","SRES A1B","Northwest Interior Forest South","White Spruce",2077,"2070",35197
"5038","SRES A1B","Northwest Interior Forest South","White Spruce",2078,"2070",35229
"5039","SRES A1B","Northwest Interior Forest South","White Spruce",2079,"2070",35270
"5040","SRES A1B","Northwest Interior Forest South","White Spruce",2080,"2080",35450
"5041","SRES A1B","Northwest Interior Forest South","White Spruce",2081,"2080",35414
"5042","SRES A1B","Northwest Interior Forest South","White Spruce",2082,"2080",35497
"5043","SRES A1B","Northwest Interior Forest South","White Spruce",2083,"2080",35654
"5044","SRES A1B","Northwest Interior Forest South","White Spruce",2084,"2080",35675
"5045","SRES A1B","Northwest Interior Forest South","White Spruce",2085,"2080",35591
"5046","SRES A1B","Northwest Interior Forest South","White Spruce",2086,"2080",35650
"5047","SRES A1B","Northwest Interior Forest South","White Spruce",2087,"2080",35171
"5048","SRES A1B","Northwest Interior Forest South","White Spruce",2088,"2080",35050
"5049","SRES A1B","Northwest Interior Forest South","White Spruce",2089,"2080",35102
"5050","SRES A1B","Northwest Interior Forest South","White Spruce",2090,"2090",35154
"5051","SRES A1B","Northwest Interior Forest South","White Spruce",2091,"2090",34909
"5052","SRES A1B","Northwest Interior Forest South","White Spruce",2092,"2090",35038
"5053","SRES A1B","Northwest Interior Forest South","White Spruce",2093,"2090",35095
"5054","SRES A1B","Northwest Interior Forest South","White Spruce",2094,"2090",35213
"5055","SRES A1B","Northwest Interior Forest South","White Spruce",2095,"2090",35251
"5056","SRES A1B","Northwest Interior Forest South","White Spruce",2096,"2090",35227
"5057","SRES A1B","Northwest Interior Forest South","White Spruce",2097,"2090",35347
"5058","SRES A1B","Northwest Interior Forest South","White Spruce",2098,"2090",35387
"5059","SRES A1B","Northwest Interior Forest South","White Spruce",2099,"2090",35307
"5060","SRES A1B","Northwest Interior Forest South","White Spruce",2100,"2100",35495
"5061","SRES A1B","Western Alaska","Black Spruce",2009,"2000",49461
"5062","SRES A1B","Western Alaska","Black Spruce",2010,"2010",49032
"5063","SRES A1B","Western Alaska","Black Spruce",2011,"2010",48988
"5064","SRES A1B","Western Alaska","Black Spruce",2012,"2010",49148
"5065","SRES A1B","Western Alaska","Black Spruce",2013,"2010",46618
"5066","SRES A1B","Western Alaska","Black Spruce",2014,"2010",46648
"5067","SRES A1B","Western Alaska","Black Spruce",2015,"2010",46847
"5068","SRES A1B","Western Alaska","Black Spruce",2016,"2010",46900
"5069","SRES A1B","Western Alaska","Black Spruce",2017,"2010",47185
"5070","SRES A1B","Western Alaska","Black Spruce",2018,"2010",47295
"5071","SRES A1B","Western Alaska","Black Spruce",2019,"2010",47393
"5072","SRES A1B","Western Alaska","Black Spruce",2020,"2020",47564
"5073","SRES A1B","Western Alaska","Black Spruce",2021,"2020",47548
"5074","SRES A1B","Western Alaska","Black Spruce",2022,"2020",48039
"5075","SRES A1B","Western Alaska","Black Spruce",2023,"2020",47838
"5076","SRES A1B","Western Alaska","Black Spruce",2024,"2020",48002
"5077","SRES A1B","Western Alaska","Black Spruce",2025,"2020",48158
"5078","SRES A1B","Western Alaska","Black Spruce",2026,"2020",48172
"5079","SRES A1B","Western Alaska","Black Spruce",2027,"2020",48158
"5080","SRES A1B","Western Alaska","Black Spruce",2028,"2020",47856
"5081","SRES A1B","Western Alaska","Black Spruce",2029,"2020",47805
"5082","SRES A1B","Western Alaska","Black Spruce",2030,"2030",47322
"5083","SRES A1B","Western Alaska","Black Spruce",2031,"2030",47298
"5084","SRES A1B","Western Alaska","Black Spruce",2032,"2030",47256
"5085","SRES A1B","Western Alaska","Black Spruce",2033,"2030",47331
"5086","SRES A1B","Western Alaska","Black Spruce",2034,"2030",47250
"5087","SRES A1B","Western Alaska","Black Spruce",2035,"2030",47516
"5088","SRES A1B","Western Alaska","Black Spruce",2036,"2030",47559
"5089","SRES A1B","Western Alaska","Black Spruce",2037,"2030",47728
"5090","SRES A1B","Western Alaska","Black Spruce",2038,"2030",47755
"5091","SRES A1B","Western Alaska","Black Spruce",2039,"2030",47980
"5092","SRES A1B","Western Alaska","Black Spruce",2040,"2040",47324
"5093","SRES A1B","Western Alaska","Black Spruce",2041,"2040",47274
"5094","SRES A1B","Western Alaska","Black Spruce",2042,"2040",47127
"5095","SRES A1B","Western Alaska","Black Spruce",2043,"2040",47143
"5096","SRES A1B","Western Alaska","Black Spruce",2044,"2040",47316
"5097","SRES A1B","Western Alaska","Black Spruce",2045,"2040",46643
"5098","SRES A1B","Western Alaska","Black Spruce",2046,"2040",45906
"5099","SRES A1B","Western Alaska","Black Spruce",2047,"2040",45616
"5100","SRES A1B","Western Alaska","Black Spruce",2048,"2040",45639
"5101","SRES A1B","Western Alaska","Black Spruce",2049,"2040",45889
"5102","SRES A1B","Western Alaska","Black Spruce",2050,"2050",45982
"5103","SRES A1B","Western Alaska","Black Spruce",2051,"2050",45809
"5104","SRES A1B","Western Alaska","Black Spruce",2052,"2050",45857
"5105","SRES A1B","Western Alaska","Black Spruce",2053,"2050",45990
"5106","SRES A1B","Western Alaska","Black Spruce",2054,"2050",44552
"5107","SRES A1B","Western Alaska","Black Spruce",2055,"2050",44733
"5108","SRES A1B","Western Alaska","Black Spruce",2056,"2050",44575
"5109","SRES A1B","Western Alaska","Black Spruce",2057,"2050",41839
"5110","SRES A1B","Western Alaska","Black Spruce",2058,"2050",41805
"5111","SRES A1B","Western Alaska","Black Spruce",2059,"2050",41536
"5112","SRES A1B","Western Alaska","Black Spruce",2060,"2060",41684
"5113","SRES A1B","Western Alaska","Black Spruce",2061,"2060",41245
"5114","SRES A1B","Western Alaska","Black Spruce",2062,"2060",41393
"5115","SRES A1B","Western Alaska","Black Spruce",2063,"2060",41649
"5116","SRES A1B","Western Alaska","Black Spruce",2064,"2060",41800
"5117","SRES A1B","Western Alaska","Black Spruce",2065,"2060",41884
"5118","SRES A1B","Western Alaska","Black Spruce",2066,"2060",42212
"5119","SRES A1B","Western Alaska","Black Spruce",2067,"2060",42414
"5120","SRES A1B","Western Alaska","Black Spruce",2068,"2060",42043
"5121","SRES A1B","Western Alaska","Black Spruce",2069,"2060",41782
"5122","SRES A1B","Western Alaska","Black Spruce",2070,"2070",41985
"5123","SRES A1B","Western Alaska","Black Spruce",2071,"2070",41379
"5124","SRES A1B","Western Alaska","Black Spruce",2072,"2070",38596
"5125","SRES A1B","Western Alaska","Black Spruce",2073,"2070",38623
"5126","SRES A1B","Western Alaska","Black Spruce",2074,"2070",38824
"5127","SRES A1B","Western Alaska","Black Spruce",2075,"2070",38870
"5128","SRES A1B","Western Alaska","Black Spruce",2076,"2070",39040
"5129","SRES A1B","Western Alaska","Black Spruce",2077,"2070",39196
"5130","SRES A1B","Western Alaska","Black Spruce",2078,"2070",39172
"5131","SRES A1B","Western Alaska","Black Spruce",2079,"2070",38967
"5132","SRES A1B","Western Alaska","Black Spruce",2080,"2080",39020
"5133","SRES A1B","Western Alaska","Black Spruce",2081,"2080",39562
"5134","SRES A1B","Western Alaska","Black Spruce",2082,"2080",39204
"5135","SRES A1B","Western Alaska","Black Spruce",2083,"2080",39622
"5136","SRES A1B","Western Alaska","Black Spruce",2084,"2080",39593
"5137","SRES A1B","Western Alaska","Black Spruce",2085,"2080",39323
"5138","SRES A1B","Western Alaska","Black Spruce",2086,"2080",39656
"5139","SRES A1B","Western Alaska","Black Spruce",2087,"2080",38241
"5140","SRES A1B","Western Alaska","Black Spruce",2088,"2080",37588
"5141","SRES A1B","Western Alaska","Black Spruce",2089,"2080",37725
"5142","SRES A1B","Western Alaska","Black Spruce",2090,"2090",37314
"5143","SRES A1B","Western Alaska","Black Spruce",2091,"2090",36073
"5144","SRES A1B","Western Alaska","Black Spruce",2092,"2090",36071
"5145","SRES A1B","Western Alaska","Black Spruce",2093,"2090",36342
"5146","SRES A1B","Western Alaska","Black Spruce",2094,"2090",36499
"5147","SRES A1B","Western Alaska","Black Spruce",2095,"2090",36581
"5148","SRES A1B","Western Alaska","Black Spruce",2096,"2090",36461
"5149","SRES A1B","Western Alaska","Black Spruce",2097,"2090",36634
"5150","SRES A1B","Western Alaska","Black Spruce",2098,"2090",36794
"5151","SRES A1B","Western Alaska","Black Spruce",2099,"2090",36894
"5152","SRES A1B","Western Alaska","Black Spruce",2100,"2100",37156
"5153","SRES A1B","Western Alaska","Deciduous",2009,"2000",45175
"5154","SRES A1B","Western Alaska","Deciduous",2010,"2010",46019
"5155","SRES A1B","Western Alaska","Deciduous",2011,"2010",46500
"5156","SRES A1B","Western Alaska","Deciduous",2012,"2010",45967
"5157","SRES A1B","Western Alaska","Deciduous",2013,"2010",50905
"5158","SRES A1B","Western Alaska","Deciduous",2014,"2010",50983
"5159","SRES A1B","Western Alaska","Deciduous",2015,"2010",50992
"5160","SRES A1B","Western Alaska","Deciduous",2016,"2010",50380
"5161","SRES A1B","Western Alaska","Deciduous",2017,"2010",50008
"5162","SRES A1B","Western Alaska","Deciduous",2018,"2010",50291
"5163","SRES A1B","Western Alaska","Deciduous",2019,"2010",49486
"5164","SRES A1B","Western Alaska","Deciduous",2020,"2020",49257
"5165","SRES A1B","Western Alaska","Deciduous",2021,"2020",49076
"5166","SRES A1B","Western Alaska","Deciduous",2022,"2020",48570
"5167","SRES A1B","Western Alaska","Deciduous",2023,"2020",48793
"5168","SRES A1B","Western Alaska","Deciduous",2024,"2020",48138
"5169","SRES A1B","Western Alaska","Deciduous",2025,"2020",48164
"5170","SRES A1B","Western Alaska","Deciduous",2026,"2020",48168
"5171","SRES A1B","Western Alaska","Deciduous",2027,"2020",47855
"5172","SRES A1B","Western Alaska","Deciduous",2028,"2020",48633
"5173","SRES A1B","Western Alaska","Deciduous",2029,"2020",48742
"5174","SRES A1B","Western Alaska","Deciduous",2030,"2030",49490
"5175","SRES A1B","Western Alaska","Deciduous",2031,"2030",49758
"5176","SRES A1B","Western Alaska","Deciduous",2032,"2030",49816
"5177","SRES A1B","Western Alaska","Deciduous",2033,"2030",49617
"5178","SRES A1B","Western Alaska","Deciduous",2034,"2030",49251
"5179","SRES A1B","Western Alaska","Deciduous",2035,"2030",49359
"5180","SRES A1B","Western Alaska","Deciduous",2036,"2030",49143
"5181","SRES A1B","Western Alaska","Deciduous",2037,"2030",48885
"5182","SRES A1B","Western Alaska","Deciduous",2038,"2030",48425
"5183","SRES A1B","Western Alaska","Deciduous",2039,"2030",47961
"5184","SRES A1B","Western Alaska","Deciduous",2040,"2040",50020
"5185","SRES A1B","Western Alaska","Deciduous",2041,"2040",49675
"5186","SRES A1B","Western Alaska","Deciduous",2042,"2040",50013
"5187","SRES A1B","Western Alaska","Deciduous",2043,"2040",49154
"5188","SRES A1B","Western Alaska","Deciduous",2044,"2040",49470
"5189","SRES A1B","Western Alaska","Deciduous",2045,"2040",50713
"5190","SRES A1B","Western Alaska","Deciduous",2046,"2040",52278
"5191","SRES A1B","Western Alaska","Deciduous",2047,"2040",53314
"5192","SRES A1B","Western Alaska","Deciduous",2048,"2040",52817
"5193","SRES A1B","Western Alaska","Deciduous",2049,"2040",52811
"5194","SRES A1B","Western Alaska","Deciduous",2050,"2050",52249
"5195","SRES A1B","Western Alaska","Deciduous",2051,"2050",52888
"5196","SRES A1B","Western Alaska","Deciduous",2052,"2050",52598
"5197","SRES A1B","Western Alaska","Deciduous",2053,"2050",52277
"5198","SRES A1B","Western Alaska","Deciduous",2054,"2050",55553
"5199","SRES A1B","Western Alaska","Deciduous",2055,"2050",55797
"5200","SRES A1B","Western Alaska","Deciduous",2056,"2050",55443
"5201","SRES A1B","Western Alaska","Deciduous",2057,"2050",61002
"5202","SRES A1B","Western Alaska","Deciduous",2058,"2050",61238
"5203","SRES A1B","Western Alaska","Deciduous",2059,"2050",61892
"5204","SRES A1B","Western Alaska","Deciduous",2060,"2060",61205
"5205","SRES A1B","Western Alaska","Deciduous",2061,"2060",61870
"5206","SRES A1B","Western Alaska","Deciduous",2062,"2060",61648
"5207","SRES A1B","Western Alaska","Deciduous",2063,"2060",61522
"5208","SRES A1B","Western Alaska","Deciduous",2064,"2060",61060
"5209","SRES A1B","Western Alaska","Deciduous",2065,"2060",60919
"5210","SRES A1B","Western Alaska","Deciduous",2066,"2060",60497
"5211","SRES A1B","Western Alaska","Deciduous",2067,"2060",60336
"5212","SRES A1B","Western Alaska","Deciduous",2068,"2060",60866
"5213","SRES A1B","Western Alaska","Deciduous",2069,"2060",61226
"5214","SRES A1B","Western Alaska","Deciduous",2070,"2070",60914
"5215","SRES A1B","Western Alaska","Deciduous",2071,"2070",62058
"5216","SRES A1B","Western Alaska","Deciduous",2072,"2070",68341
"5217","SRES A1B","Western Alaska","Deciduous",2073,"2070",68552
"5218","SRES A1B","Western Alaska","Deciduous",2074,"2070",68127
"5219","SRES A1B","Western Alaska","Deciduous",2075,"2070",67938
"5220","SRES A1B","Western Alaska","Deciduous",2076,"2070",67448
"5221","SRES A1B","Western Alaska","Deciduous",2077,"2070",67035
"5222","SRES A1B","Western Alaska","Deciduous",2078,"2070",67667
"5223","SRES A1B","Western Alaska","Deciduous",2079,"2070",67987
"5224","SRES A1B","Western Alaska","Deciduous",2080,"2080",67391
"5225","SRES A1B","Western Alaska","Deciduous",2081,"2080",67158
"5226","SRES A1B","Western Alaska","Deciduous",2082,"2080",67866
"5227","SRES A1B","Western Alaska","Deciduous",2083,"2080",67606
"5228","SRES A1B","Western Alaska","Deciduous",2084,"2080",66855
"5229","SRES A1B","Western Alaska","Deciduous",2085,"2080",67165
"5230","SRES A1B","Western Alaska","Deciduous",2086,"2080",67211
"5231","SRES A1B","Western Alaska","Deciduous",2087,"2080",70245
"5232","SRES A1B","Western Alaska","Deciduous",2088,"2080",72053
"5233","SRES A1B","Western Alaska","Deciduous",2089,"2080",72179
"5234","SRES A1B","Western Alaska","Deciduous",2090,"2090",72179
"5235","SRES A1B","Western Alaska","Deciduous",2091,"2090",75285
"5236","SRES A1B","Western Alaska","Deciduous",2092,"2090",75031
"5237","SRES A1B","Western Alaska","Deciduous",2093,"2090",75244
"5238","SRES A1B","Western Alaska","Deciduous",2094,"2090",74438
"5239","SRES A1B","Western Alaska","Deciduous",2095,"2090",74680
"5240","SRES A1B","Western Alaska","Deciduous",2096,"2090",74662
"5241","SRES A1B","Western Alaska","Deciduous",2097,"2090",74248
"5242","SRES A1B","Western Alaska","Deciduous",2098,"2090",74252
"5243","SRES A1B","Western Alaska","Deciduous",2099,"2090",73905
"5244","SRES A1B","Western Alaska","Deciduous",2100,"2100",73700
"5245","SRES A1B","Western Alaska","Graminoid Tundra",2009,"2000",13463
"5246","SRES A1B","Western Alaska","Graminoid Tundra",2010,"2010",13537
"5247","SRES A1B","Western Alaska","Graminoid Tundra",2011,"2010",13573
"5248","SRES A1B","Western Alaska","Graminoid Tundra",2012,"2010",13510
"5249","SRES A1B","Western Alaska","Graminoid Tundra",2013,"2010",14136
"5250","SRES A1B","Western Alaska","Graminoid Tundra",2014,"2010",14124
"5251","SRES A1B","Western Alaska","Graminoid Tundra",2015,"2010",14091
"5252","SRES A1B","Western Alaska","Graminoid Tundra",2016,"2010",14095
"5253","SRES A1B","Western Alaska","Graminoid Tundra",2017,"2010",14064
"5254","SRES A1B","Western Alaska","Graminoid Tundra",2018,"2010",14059
"5255","SRES A1B","Western Alaska","Graminoid Tundra",2019,"2010",14019
"5256","SRES A1B","Western Alaska","Graminoid Tundra",2020,"2020",13977
"5257","SRES A1B","Western Alaska","Graminoid Tundra",2021,"2020",13912
"5258","SRES A1B","Western Alaska","Graminoid Tundra",2022,"2020",13926
"5259","SRES A1B","Western Alaska","Graminoid Tundra",2023,"2020",13927
"5260","SRES A1B","Western Alaska","Graminoid Tundra",2024,"2020",13892
"5261","SRES A1B","Western Alaska","Graminoid Tundra",2025,"2020",13855
"5262","SRES A1B","Western Alaska","Graminoid Tundra",2026,"2020",13827
"5263","SRES A1B","Western Alaska","Graminoid Tundra",2027,"2020",13845
"5264","SRES A1B","Western Alaska","Graminoid Tundra",2028,"2020",13883
"5265","SRES A1B","Western Alaska","Graminoid Tundra",2029,"2020",13827
"5266","SRES A1B","Western Alaska","Graminoid Tundra",2030,"2030",13924
"5267","SRES A1B","Western Alaska","Graminoid Tundra",2031,"2030",13857
"5268","SRES A1B","Western Alaska","Graminoid Tundra",2032,"2030",13802
"5269","SRES A1B","Western Alaska","Graminoid Tundra",2033,"2030",13766
"5270","SRES A1B","Western Alaska","Graminoid Tundra",2034,"2030",13787
"5271","SRES A1B","Western Alaska","Graminoid Tundra",2035,"2030",13721
"5272","SRES A1B","Western Alaska","Graminoid Tundra",2036,"2030",13650
"5273","SRES A1B","Western Alaska","Graminoid Tundra",2037,"2030",13586
"5274","SRES A1B","Western Alaska","Graminoid Tundra",2038,"2030",13610
"5275","SRES A1B","Western Alaska","Graminoid Tundra",2039,"2030",13523
"5276","SRES A1B","Western Alaska","Graminoid Tundra",2040,"2040",13744
"5277","SRES A1B","Western Alaska","Graminoid Tundra",2041,"2040",13643
"5278","SRES A1B","Western Alaska","Graminoid Tundra",2042,"2040",13609
"5279","SRES A1B","Western Alaska","Graminoid Tundra",2043,"2040",13623
"5280","SRES A1B","Western Alaska","Graminoid Tundra",2044,"2040",13579
"5281","SRES A1B","Western Alaska","Graminoid Tundra",2045,"2040",13596
"5282","SRES A1B","Western Alaska","Graminoid Tundra",2046,"2040",13746
"5283","SRES A1B","Western Alaska","Graminoid Tundra",2047,"2040",13796
"5284","SRES A1B","Western Alaska","Graminoid Tundra",2048,"2040",13697
"5285","SRES A1B","Western Alaska","Graminoid Tundra",2049,"2040",13687
"5286","SRES A1B","Western Alaska","Graminoid Tundra",2050,"2050",13574
"5287","SRES A1B","Western Alaska","Graminoid Tundra",2051,"2050",13643
"5288","SRES A1B","Western Alaska","Graminoid Tundra",2052,"2050",13607
"5289","SRES A1B","Western Alaska","Graminoid Tundra",2053,"2050",13529
"5290","SRES A1B","Western Alaska","Graminoid Tundra",2054,"2050",13828
"5291","SRES A1B","Western Alaska","Graminoid Tundra",2055,"2050",13716
"5292","SRES A1B","Western Alaska","Graminoid Tundra",2056,"2050",13732
"5293","SRES A1B","Western Alaska","Graminoid Tundra",2057,"2050",14489
"5294","SRES A1B","Western Alaska","Graminoid Tundra",2058,"2050",14552
"5295","SRES A1B","Western Alaska","Graminoid Tundra",2059,"2050",14515
"5296","SRES A1B","Western Alaska","Graminoid Tundra",2060,"2060",14353
"5297","SRES A1B","Western Alaska","Graminoid Tundra",2061,"2060",14496
"5298","SRES A1B","Western Alaska","Graminoid Tundra",2062,"2060",14372
"5299","SRES A1B","Western Alaska","Graminoid Tundra",2063,"2060",14419
"5300","SRES A1B","Western Alaska","Graminoid Tundra",2064,"2060",14417
"5301","SRES A1B","Western Alaska","Graminoid Tundra",2065,"2060",14356
"5302","SRES A1B","Western Alaska","Graminoid Tundra",2066,"2060",14312
"5303","SRES A1B","Western Alaska","Graminoid Tundra",2067,"2060",14268
"5304","SRES A1B","Western Alaska","Graminoid Tundra",2068,"2060",14366
"5305","SRES A1B","Western Alaska","Graminoid Tundra",2069,"2060",14358
"5306","SRES A1B","Western Alaska","Graminoid Tundra",2070,"2070",14313
"5307","SRES A1B","Western Alaska","Graminoid Tundra",2071,"2070",14455
"5308","SRES A1B","Western Alaska","Graminoid Tundra",2072,"2070",15423
"5309","SRES A1B","Western Alaska","Graminoid Tundra",2073,"2070",15485
"5310","SRES A1B","Western Alaska","Graminoid Tundra",2074,"2070",15298
"5311","SRES A1B","Western Alaska","Graminoid Tundra",2075,"2070",15209
"5312","SRES A1B","Western Alaska","Graminoid Tundra",2076,"2070",15211
"5313","SRES A1B","Western Alaska","Graminoid Tundra",2077,"2070",15186
"5314","SRES A1B","Western Alaska","Graminoid Tundra",2078,"2070",15149
"5315","SRES A1B","Western Alaska","Graminoid Tundra",2079,"2070",15133
"5316","SRES A1B","Western Alaska","Graminoid Tundra",2080,"2080",15079
"5317","SRES A1B","Western Alaska","Graminoid Tundra",2081,"2080",15002
"5318","SRES A1B","Western Alaska","Graminoid Tundra",2082,"2080",14992
"5319","SRES A1B","Western Alaska","Graminoid Tundra",2083,"2080",14978
"5320","SRES A1B","Western Alaska","Graminoid Tundra",2084,"2080",14899
"5321","SRES A1B","Western Alaska","Graminoid Tundra",2085,"2080",14784
"5322","SRES A1B","Western Alaska","Graminoid Tundra",2086,"2080",14648
"5323","SRES A1B","Western Alaska","Graminoid Tundra",2087,"2080",15013
"5324","SRES A1B","Western Alaska","Graminoid Tundra",2088,"2080",15152
"5325","SRES A1B","Western Alaska","Graminoid Tundra",2089,"2080",15079
"5326","SRES A1B","Western Alaska","Graminoid Tundra",2090,"2090",14961
"5327","SRES A1B","Western Alaska","Graminoid Tundra",2091,"2090",15349
"5328","SRES A1B","Western Alaska","Graminoid Tundra",2092,"2090",15253
"5329","SRES A1B","Western Alaska","Graminoid Tundra",2093,"2090",15170
"5330","SRES A1B","Western Alaska","Graminoid Tundra",2094,"2090",14974
"5331","SRES A1B","Western Alaska","Graminoid Tundra",2095,"2090",14915
"5332","SRES A1B","Western Alaska","Graminoid Tundra",2096,"2090",14890
"5333","SRES A1B","Western Alaska","Graminoid Tundra",2097,"2090",14779
"5334","SRES A1B","Western Alaska","Graminoid Tundra",2098,"2090",14756
"5335","SRES A1B","Western Alaska","Graminoid Tundra",2099,"2090",14566
"5336","SRES A1B","Western Alaska","Graminoid Tundra",2100,"2100",14567
"5337","SRES A1B","Western Alaska","Shrub Tundra",2009,"2000",118343
"5338","SRES A1B","Western Alaska","Shrub Tundra",2010,"2010",118278
"5339","SRES A1B","Western Alaska","Shrub Tundra",2011,"2010",118260
"5340","SRES A1B","Western Alaska","Shrub Tundra",2012,"2010",118281
"5341","SRES A1B","Western Alaska","Shrub Tundra",2013,"2010",117638
"5342","SRES A1B","Western Alaska","Shrub Tundra",2014,"2010",117624
"5343","SRES A1B","Western Alaska","Shrub Tundra",2015,"2010",117669
"5344","SRES A1B","Western Alaska","Shrub Tundra",2016,"2010",117691
"5345","SRES A1B","Western Alaska","Shrub Tundra",2017,"2010",117676
"5346","SRES A1B","Western Alaska","Shrub Tundra",2018,"2010",117737
"5347","SRES A1B","Western Alaska","Shrub Tundra",2019,"2010",117746
"5348","SRES A1B","Western Alaska","Shrub Tundra",2020,"2020",117723
"5349","SRES A1B","Western Alaska","Shrub Tundra",2021,"2020",117739
"5350","SRES A1B","Western Alaska","Shrub Tundra",2022,"2020",117793
"5351","SRES A1B","Western Alaska","Shrub Tundra",2023,"2020",117767
"5352","SRES A1B","Western Alaska","Shrub Tundra",2024,"2020",117761
"5353","SRES A1B","Western Alaska","Shrub Tundra",2025,"2020",117720
"5354","SRES A1B","Western Alaska","Shrub Tundra",2026,"2020",117536
"5355","SRES A1B","Western Alaska","Shrub Tundra",2027,"2020",117325
"5356","SRES A1B","Western Alaska","Shrub Tundra",2028,"2020",117079
"5357","SRES A1B","Western Alaska","Shrub Tundra",2029,"2020",117006
"5358","SRES A1B","Western Alaska","Shrub Tundra",2030,"2030",116708
"5359","SRES A1B","Western Alaska","Shrub Tundra",2031,"2030",116647
"5360","SRES A1B","Western Alaska","Shrub Tundra",2032,"2030",116648
"5361","SRES A1B","Western Alaska","Shrub Tundra",2033,"2030",116578
"5362","SRES A1B","Western Alaska","Shrub Tundra",2034,"2030",116575
"5363","SRES A1B","Western Alaska","Shrub Tundra",2035,"2030",116450
"5364","SRES A1B","Western Alaska","Shrub Tundra",2036,"2030",116408
"5365","SRES A1B","Western Alaska","Shrub Tundra",2037,"2030",116425
"5366","SRES A1B","Western Alaska","Shrub Tundra",2038,"2030",116355
"5367","SRES A1B","Western Alaska","Shrub Tundra",2039,"2030",116330
"5368","SRES A1B","Western Alaska","Shrub Tundra",2040,"2040",116043
"5369","SRES A1B","Western Alaska","Shrub Tundra",2041,"2040",115975
"5370","SRES A1B","Western Alaska","Shrub Tundra",2042,"2040",115921
"5371","SRES A1B","Western Alaska","Shrub Tundra",2043,"2040",115803
"5372","SRES A1B","Western Alaska","Shrub Tundra",2044,"2040",115725
"5373","SRES A1B","Western Alaska","Shrub Tundra",2045,"2040",115545
"5374","SRES A1B","Western Alaska","Shrub Tundra",2046,"2040",115359
"5375","SRES A1B","Western Alaska","Shrub Tundra",2047,"2040",115172
"5376","SRES A1B","Western Alaska","Shrub Tundra",2048,"2040",115134
"5377","SRES A1B","Western Alaska","Shrub Tundra",2049,"2040",115144
"5378","SRES A1B","Western Alaska","Shrub Tundra",2050,"2050",115141
"5379","SRES A1B","Western Alaska","Shrub Tundra",2051,"2050",115087
"5380","SRES A1B","Western Alaska","Shrub Tundra",2052,"2050",114909
"5381","SRES A1B","Western Alaska","Shrub Tundra",2053,"2050",114853
"5382","SRES A1B","Western Alaska","Shrub Tundra",2054,"2050",114524
"5383","SRES A1B","Western Alaska","Shrub Tundra",2055,"2050",114470
"5384","SRES A1B","Western Alaska","Shrub Tundra",2056,"2050",114288
"5385","SRES A1B","Western Alaska","Shrub Tundra",2057,"2050",113352
"5386","SRES A1B","Western Alaska","Shrub Tundra",2058,"2050",113261
"5387","SRES A1B","Western Alaska","Shrub Tundra",2059,"2050",113019
"5388","SRES A1B","Western Alaska","Shrub Tundra",2060,"2060",113066
"5389","SRES A1B","Western Alaska","Shrub Tundra",2061,"2060",112755
"5390","SRES A1B","Western Alaska","Shrub Tundra",2062,"2060",112596
